"date","stnpres","seapres","stnpresmax","stnpresmaxtime","stnpresmin","stnpresmintime","temperature","tmax","tmaxtime","tmin","tmintime","tddewpoint","ws","wd","wsgust","wdgust","wgusttime","precp","precphour","precpday","precpmax10","precpmax10time","precphrmax","precphrmaxtime","precp1daymax","precp1daymaxtime","rh","evapa","sunshine","globlrad","uvimaxmean","uvimax","uvimaxtime","cloudamount","t_spread","stnpres_spread","price","EMA"
"2015/10/1",1014.6,1015.5,1023.5,"2015-10-31 09:20",1006.2,"2015-10-20 14:13",24.1,32.200001,"2015-10-01 12:33",18.6,"2015-10-14 04:50",20.6,2,80,12.2,90,"2015-10-04 13:23",273.89999,188.10001,20,8.5,"2015-10-28 06:49",20.5,"2015-10-28 05:59",55.900002,"2015-10-09 00:00",82,66.5,89.400002,277.87,4,9,"2015-10-05 12:00",8,13.600001,17.3,NA,6.8541
"2015/11/1",1017.7,1018.6,1027.7,"2015-11-27 08:50",1011.6,"2015-11-16 15:08",22.4,30.5,"2015-11-07 13:14",11.3,"2015-11-26 21:37",19.299999,1.9,80,11.7,90,"2015-11-09 13:23",220.5,202.2,21,5.5,"2015-11-09 14:43",13.5,"2015-11-09 14:14",39.599998,"2015-11-03 00:00",83,46,100,239.17,4,7,"2015-11-06 12:00",7.3000002,19.2,16.1,26,23.3145
"2015/12/1",1020.8,1021.7,1029.8,"2015-12-31 20:24",1008.8,"2015-12-10 13:53",18.5,27.9,"2015-12-24 12:37",11,"2015-12-17 21:29",15,1.8,240,11.8,240,"2015-12-10 07:25",178.8,208.8,21,8,"2015-12-19 16:43",24,"2015-12-19 15:53",72.900002,"2015-12-19 00:00",81,29.799999,39.299999,115.06,1,5,"2015-12-22 12:00",9,16.9,21,8.17,14.7845
"2016/1/1",1020.5,1021.5,1036,"2016-01-24 22:57",1004.5,"2016-01-17 14:38",16.5,26.6,"2016-01-05 13:23",4.6999998,"2016-01-24 06:04",13.2,1.7,240,17.4,340,"2016-01-29 10:09",122.1,273.70001,23,2.5,"2016-01-06 08:55",7.5999999,"2016-01-06 08:33",25,"2016-01-23 00:00",82,28.9,19.5,114.48,2,4,"2016-01-02 12:00",9.5,21.9000002,31.5,7,11.2195
"2016/2/1",1022.2,1023.2,1032.5,"2016-02-25 08:20",1010,"2016-02-13 13:51",15.8,27.4,"2016-02-13 10:38",6.1999998,"2016-02-08 05:39",11.6,2,260,17,330,"2016-02-19 21:16",119.1,205.39999,16,4.5,"2016-02-14 11:22",13,"2016-02-14 11:16",23.299999,"2016-02-18 00:00",77,41.700001,75.400002,183,3,6,"2016-02-11 13:00",8,21.2000002,22.5,19,14.3878
"2016/3/1",1018.1,1019,1029.6,"2016-03-01 00:01",1008.5,"2016-03-08 15:44",17.700001,27.9,"2016-03-19 13:57",8.8000002,"2016-03-28 03:40",13.6,1.7,280,12.3,330,"2016-03-19 15:07",177.3,195.2,16,6,"2016-03-19 09:54",11.5,"2016-03-19 09:17",45.900002,"2016-03-10 00:00",78,46.900002,101.8,292.23999,4,8,"2016-03-26 12:00",7.6999998,19.0999998,21.0999999999999,26.83,19.1058
"2016/4/1",1011.6,1012.5,1021.7,"2016-04-19 09:14",1002.3,"2016-04-13 14:08",23.299999,30.700001,"2016-04-07 13:05",16.700001,"2016-04-29 04:54",19.9,1.7,30,18.9,300,"2016-04-18 06:00",102.4,88.300003,13,7,"2016-04-13 06:17",10.5,"2016-04-11 19:13",25.6,"2016-04-11 00:00",82,66.5,99.300003,348.16,6,9,"2016-04-12 12:00",8,14,19.4000000000001,24.03,20.8912
"2016/5/1",1009.9,1010.8,1016.1,"2016-05-14 09:18",1004.2,"2016-05-29 15:23",25.9,33.700001,"2016-05-29 11:50",18.200001,"2016-05-17 00:35",22.5,1.8,40,17.299999,300,"2016-05-05 19:04",89.699997,91.400002,19,7.3000002,"2016-05-05 19:01",12.5,"2016-05-05 18:17",25,"2016-05-11 00:00",82,87.900002,124.2,442.35999,7,11,"2016-05-28 12:00",7.6999998,15.5,11.9,NA,20.8912
"2016/6/1",1007.6,1008.5,1015.4,"2016-06-30 00:01",1001,"2016-06-01 17:05",28.1,36,"2016-06-28 12:25",22.9,"2016-06-15 04:21",24.6,1.8,70,11.2,350,"2016-06-29 22:13",209.10001,83.199997,16,18,"2016-06-05 12:44",56.5,"2016-06-05 12:22",128.8,"2016-06-05 00:00",82,100.7,195.39999,536.14001,9,11,"2016-06-20 12:00",6.8000002,13.1,14.4,NA,20.8912
"2016/7/1",1006.8,1007.7,1011.7,"2016-07-20 21:49",995.40002,"2016-07-09 04:18",29.1,35.400002,"2016-07-17 10:54",24.9,"2016-07-23 04:51",25,2.3,100,19.799999,190,"2016-07-08 13:35",134.7,53.900002,8,9.5,"2016-07-09 18:38",21.799999,"2016-07-09 18:16",59.799999,"2016-07-08 00:00",79,120.2,255.39999,659.53003,10,12,"2016-07-07 12:00",5,10.500002,16.29998,NA,20.8912
"2016/8/1",1003.6,1004.5,1009.9,"2016-08-03 21:37",998.59998,"2016-08-11 04:25",28.9,36.799999,"2016-08-06 12:56",23.299999,"2016-08-31 05:19",24.4,2.0999999,100,14.5,130,"2016-08-01 11:19",154.2,33.099998,10,20.5,"2016-08-19 15:08",70,"2016-08-19 14:57",78.5,"2016-08-19 00:00",77,115,219.7,589.45001,9,11,"2016-08-01 13:00",5.5,13.5,11.30002,NA,20.8912
"2016/9/1",1006.4,1007.3,1016.5,"2016-09-21 08:52",973.20001,"2016-09-27 13:35",27,33.200001,"2016-09-04 13:00",22.200001,"2016-09-20 03:52",23.799999,2.8,80,47.200001,60,"2016-09-27 13:35",609.79999,175,24,17,"2016-09-04 23:09",29.5,"2016-09-27 12:53",155.89999,"2016-09-27 00:00",83,74.199997,105.9,370.92999,7,11,"2016-09-16 12:00",8.1999998,11,43.29999,NA,20.8912
"2016/10/1",1011.6,1012.5,1024.5,"2016-10-30 08:55",1003.3,"2016-10-03 14:31",26.200001,33.799999,"2016-10-03 11:25",20,"2016-10-30 07:01",23.4,2.5,60,16.6,120,"2016-10-20 07:00",492.79999,217.8,20,12,"2016-10-17 20:34",35,"2016-10-17 19:49",95.5,"2016-10-17 00:00",85,54.200001,124.9,338.79001,6,10,"2016-10-06 12:00",7.5,13.799999,21.2,NA,20.8912
"2016/11/1",1017.3,1018.2,1025.4,"2016-11-29 09:46",1010.3,"2016-11-05 12:46",21.9,30.1,"2016-11-19 14:35",17.4,"2016-11-29 06:46",18.700001,1.7,270,12.8,90,"2016-11-25 19:40",244.3,244,18,4,"2016-11-22 18:31",13,"2016-11-22 19:16",56.5,"2016-11-23 00:00",82,36.099998,67.699997,171.67,4,7,"2016-11-07 12:00",8.1000004,12.7,15.1000000000001,NA,20.8912
"2016/12/1",1019.9,1020.8,1028.6,"2016-12-16 08:33",1011.5,"2016-12-13 14:44",19.1,27.9,"2016-12-21 13:37",12.6,"2016-12-16 01:58",15.7,1.8,240,12.1,100,"2016-12-22 16:31",222.5,198.2,18,8.5,"2016-12-10 22:17",24.5,"2016-12-10 22:09",91.599998,"2016-12-10 00:00",81,30.9,61.900002,139.63,3,6,"2016-12-21 12:00",8.3999996,15.3,17.0999999999999,6.5,7.8983
"2017/1/1",1020.5,1021.4,1030.6,"2017-01-23 09:18",1009.2,"2017-01-07 14:52",17.9,27.9,"2017-01-05 13:45",11.6,"2017-01-21 00:46",14.9,1.8,240,13.4,90,"2017-01-30 11:52",96.599998,177.7,17,9,"2017-01-06 21:00",14.5,"2017-01-06 20:49",18.200001,"2017-01-31 00:00",83,35.400002,58.099998,171.19,3,7,"2017-01-29 12:00",8.6000004,16.3,21.3999999999999,5,6.2311
"2017/2/1",1021.1,1022.1,1032.1,"2017-02-14 09:18",1011.7,"2017-02-05 03:26",16.700001,26.200001,"2017-02-20 12:06",10.7,"2017-02-09 22:03",12.4,2,60,12.8,90,"2017-02-18 13:27",74.699997,97.599998,12,1.5,"2017-02-26 05:06",5.3000002,"2017-02-22 14:50",30.700001,"2017-02-25 00:00",77,34.700001,44.700001,165.03999,4,8,"2017-02-17 13:00",8.6000004,15.500001,20.3999999999999,4.83,5.5821
"2017/3/1",1017,1017.9,1025.8,"2017-03-26 22:24",1008,"2017-03-13 14:49",18.299999,27.799999,"2017-03-20 11:34",12,"2017-03-27 06:06",14.5,1.8,70,15.7,330,"2017-03-23 11:02",97.300003,178.89999,19,2,"2017-03-10 07:09",5.5,"2017-03-10 06:42",26.4,"2017-03-10 00:00",79,54.599998,68.599998,230.39,4,10,"2017-03-23 12:00",8.6999998,15.799999,17.8,4.07,4.9622
"2017/4/1",1013.3,1014.2,1024.7,"2017-04-03 08:55",1003.4,"2017-04-11 02:52",21.6,30.5,"2017-04-10 11:16",10.9,"2017-04-02 06:08",17.299999,1.8,80,13.8,60,"2017-04-21 20:21",151.8,92.199997,13,13,"2017-04-21 18:03",23.799999,"2017-04-21 17:31",40.200001,"2017-04-21 00:00",77,83.800003,120.6,390.94,7,12,"2017-04-28 12:00",6.9000001,19.6,21.3000000000001,5,4.9766
"2017/5/1",1010.5,1011.4,1017,"2017-05-06 22:16",1002.1,"2017-05-31 15:56",24.4,32,"2017-05-11 13:52",18.9,"2017-05-01 04:55",21.6,1.6,280,12.9,50,"2017-05-24 17:29",227.60001,168.39999,19,9.5,"2017-05-13 13:10",25.1,"2017-05-13 13:00",38,"2017-05-15 00:00",85,68,81.699997,351.53,7,12,"2017-05-31 12:00",8.5,13.1,14.9,NA,4.9766
"2017/6/1",1006.8,1007.7,1011.6,"2017-06-27 20:56",998.70001,"2017-06-02 01:29",27.299999,34.099998,"2017-06-25 11:51",22.6,"2017-06-15 23:10",24.799999,1.5,30,9.6000004,360,"2017-06-17 13:22",312.10001,143.3,18,14,"2017-06-06 16:29",26,"2017-06-27 16:07",57,"2017-06-03 00:00",87,80.900002,135.10001,471.37,9,15,"2017-06-30 12:00",7.5999999,11.499998,12.89999,NA,4.9766
"2017/7/1",1007.5,1008.4,1013.7,"2017-07-18 07:53",966.29999,"2017-07-29 19:26",29.6,35.5,"2017-07-23 12:49",24.200001,"2017-07-29 13:55",24.9,2.5999999,220,51,60,"2017-07-29 19:47",133.89999,34.900002,8,13,"2017-07-29 13:46",31.5,"2017-07-07 17:16",80.300003,"2017-07-29 00:00",77,148.8,252.8,759.27002,12,15,"2017-07-02 13:00",5.6999998,11.299999,47.4000100000001,NA,4.9766
"2017/8/1",1006.5,1007.4,1012.8,"2017-08-27 21:33",1000.2,"2017-08-22 03:05",29.799999,35.200001,"2017-08-11 14:16",25.200001,"2017-08-01 03:29",25.4,2.0999999,40,13.5,140,"2017-08-22 09:18",45.400002,16.4,5,6.5,"2017-08-21 23:50",7.8000002,"2017-08-31 02:38",24,"2017-08-21 00:00",78,154.5,257.79999,730.97998,13,15,"2017-08-22 13:00",4.3000002,10,12.5999999999999,NA,4.9766
"2017/9/1",1009,1009.9,1016.7,"2017-09-29 21:31",1003.2,"2017-09-06 14:27",28.700001,35.400002,"2017-09-06 14:21",22.799999,"2017-09-18 05:54",24.200001,2.3,10,17.6,270,"2017-09-15 12:36",660.79999,79.699997,9,25,"2017-09-29 16:58",83,"2017-09-29 16:49",243,"2017-09-29 00:00",78,115.1,199.7,558.51001,10,14,"2017-09-06 12:00",6,12.600003,13.5,NA,4.9766
"2017/10/1",1013.2,1014.1,1025,"2017-10-30 07:52",1003.3,"2017-10-14 13:30",25.299999,33.599998,"2017-10-02 12:15",18.299999,"2017-10-26 05:53",21.200001,2.9000001,230,19.200001,20,"2017-10-13 16:02",661.79999,186.60001,20,18,"2017-10-13 22:41",49.5,"2017-10-13 20:41",132.10001,"2017-10-14 00:00",79,60.200001,84.800003,303.56,6,10,"2017-10-02 12:00",7.9000001,15.299999,21.7,NA,4.9766
"2017/11/1",1016.7,1017.7,1026,"2017-11-24 09:22",1007.5,"2017-11-18 02:50",22,30.799999,"2017-11-07 12:40",16.6,"2017-11-24 09:34",19.6,1.7,190,11.7,50,"2017-11-30 04:32",430,336.5,24,4.5,"2017-11-09 18:06",21,"2017-11-09 17:44",73.5,"2017-11-09 00:00",86,25.6,50.799999,187.17,4,8,"2017-11-07 12:00",8.8000002,14.199999,18.5,23,20.5988
"2017/12/1",1021,1022,1030,"2017-12-20 22:10",1013.5,"2017-12-24 13:50",17.5,26.799999,"2017-12-24 11:24",12.1,"2017-12-20 23:42",14.2,1.9,200,14.5,30,"2017-12-13 18:56",435.89999,350.29999,23,10.2,"2017-12-30 02:06",35.200001,"2017-12-30 01:21",110,"2017-12-13 00:00",82,19.4,36.400002,139.33,3,6,"2017-12-23 12:00",9,14.699999,16.5,19.67,20.0738
"2018/1/1",1018.9,1019.9,1030.9,"2018-01-12 09:23",1009.9,"2018-01-08 15:24",16.700001,25.299999,"2018-01-04 13:40",7.5,"2018-01-13 04:18",13.3,1.9,220,13.6,60,"2018-01-26 12:56",388.79999,332.10001,25,3,"2018-01-08 09:59",10.5,"2018-01-07 04:39",67.599998,"2018-01-06 00:00",81,27,50.599998,185.81,4,7,"2018-01-22 12:00",8.5,17.799999,21.0000000000001,12.67,16.6767
"2018/2/1",1019.8,1020.8,1029.2,"2018-02-12 09:43",1009.8,"2018-02-28 18:17",16.200001,27.6,"2018-02-16 11:27",8.3999996,"2018-02-05 06:59",12.4,1.7,220,11,30,"2018-02-16 23:22",92.099998,224.5,18,1.5,"2018-02-22 15:05",3.5,"2018-02-22 14:25",21.299999,"2018-02-07 00:00",79,29.9,58.5,201.03999,4,9,"2018-02-15 13:00",8.3000002,19.2000004,19.4000000000001,13.1,15.2186
"2018/3/1",1016.2,1017.1,1024.5,"2018-03-09 09:14",1006.9,"2018-03-20 14:58",20.5,29.6,"2018-03-05 11:12",11.7,"2018-03-23 02:29",15.1,2.0999999,40,16.6,60,"2018-03-05 17:28",40.200001,67.599998,15,6.8000002,"2018-03-05 12:56",8.3999996,"2018-03-05 12:56",8.5,"2018-03-15 00:00",72,82.099998,148.8,477.76999,8,12,"2018-03-28 12:00",7,17.9,17.6,4.65,11.2082
"2018/4/1",1014.2,1015.1,1026.2,"2018-04-07 08:20",1006.3,"2018-04-24 02:43",22.6,31.1,"2018-04-23 10:26",12.9,"2018-04-08 00:54",17.700001,1.9,280,14.1,90,"2018-04-06 11:14",25.799999,60.200001,11,1.5,"2018-04-24 16:44",3.5999999,"2018-04-17 00:50",11.2,"2018-04-17 00:00",74,72.400002,107.7,425.54999,7,12,"2018-04-29 12:00",7.6999998,18.2,19.9000000000001,5.2,9.0288
"2018/5/1",1010.4,1011.3,1019.4,"2018-05-10 09:02",1004.2,"2018-05-08 02:35",27,34.900002,"2018-05-30 12:31",20,"2018-05-03 23:37",22.4,2,80,14.3,10,"2018-05-08 03:11",33.099998,28,8,8,"2018-05-31 13:36",9.3999996,"2018-05-31 13:30",13.5,"2018-05-08 00:00",76,127.5,191.3,622.67999,9,13,"2018-05-06 12:00",6.1999998,14.900002,15.1999999999999,7.4,8.4549
"2018/6/1",1005.5,1006.4,1013.3,"2018-06-01 21:28",995.70001,"2018-06-15 02:38",27.799999,34.200001,"2018-06-09 12:11",21.799999,"2018-06-12 05:12",23.6,2,110,12.7,90,"2018-06-14 19:39",245.3,70.599998,16,15.5,"2018-06-06 17:09",57.5,"2018-06-06 16:20",107,"2018-06-06 00:00",79,99.199997,143.8,550.21002,10,13,"2018-06-08 12:00",7.5,12.400002,17.5999899999999,8.5,8.4705
"2018/7/1",1004,1004.9,1009.1,"2018-07-09 07:57",988.59998,"2018-07-11 00:49",29.200001,36.299999,"2018-07-21 12:24",24.9,"2018-07-11 03:57",24.200001,2.3,130,16.5,290,"2018-07-10 23:27",91.599998,47.799999,9,5.5,"2018-07-10 23:11",15.5,"2018-07-10 22:47",34.299999,"2018-07-11 00:00",75,160.60001,212.3,669.32001,10,13,"2018-07-22 12:00",6.0999999,11.399999,20.5000200000001,12.5,9.8467
"2018/8/1",1002.1,1003,1012.9,"2018-08-30 23:07",993.29999,"2018-08-12 13:50",29.1,37.599998,"2018-08-11 13:02",24.4,"2018-08-31 05:09",24.4,2.0999999,130,13.4,130,"2018-08-13 11:13",145.10001,40.400002,11,14.5,"2018-08-18 13:12",39.5,"2018-08-15 15:51",49.799999,"2018-08-15 00:00",76,128.60001,187,621.42999,10,12,"2018-08-20 12:00",6.5,13.199998,19.60001,17.67,12.4969
"2018/9/1",1008.8,1009.7,1015.4,"2018-09-18 09:45",1001.9,"2018-09-04 02:44",27.700001,34.5,"2018-09-17 12:43",20.799999,"2018-09-30 03:40",23.200001,2.3,130,18.4,190,"2018-09-16 01:22",165,102.1,13,14,"2018-09-08 18:57",25.5,"2018-09-08 18:27",37,"2018-09-10 00:00",77,103.8,170,520.87,9,13,"2018-09-23 12:00",6.5,13.700001,13.5,29.97,18.3841
"2018/10/1",1015.5,1016.4,1021.7,"2018-10-20 09:24",1005.2,"2018-10-05 03:50",22.799999,31.299999,"2018-10-05 11:43",14.4,"2018-10-29 02:54",18.4,2,250,12.9,290,"2018-10-04 12:31",535.09998,243,24,11.5,"2018-10-08 07:32",38,"2018-10-08 07:08",175.5,"2018-10-08 00:00",77,56.299999,75.699997,276.79999,5,11,"2018-10-05 12:00",8,16.899999,16.5,32.47,23.113
"2018/11/1",1017.5,1018.4,1024.1,"2018-11-29 09:25",1011.3,"2018-11-12 14:34",22,29.700001,"2018-11-08 13:02",16.200001,"2018-11-30 04:55",19.700001,1.8,270,11.7,70,"2018-11-09 09:21",436.70001,225.7,21,9.5,"2018-11-02 08:06",36,"2018-11-02 07:20",170.60001,"2018-11-02 00:00",87,35.599998,65.099998,230.63,4,8,"2018-11-08 12:00",8.3999996,13.5,12.8,9.27,18.4767
"2018/12/1",1020.3,1021.3,1031.2,"2018-12-29 08:22",1009.2,"2018-12-26 12:56",19.299999,29,"2018-12-04 11:23",11.8,"2018-12-18 06:19",16.5,1.8,260,11.1,30,"2018-12-11 16:15",306.70001,287.60001,17,3,"2018-12-15 00:34",10.4,"2018-12-08 19:10",56.5,"2018-12-30 00:00",85,39,102.9,238.62,4,7,"2018-12-26 12:00",7.0999999,17.2,22,5.4,14.104
